id,name,category,description,address,area,city,state,lat,lng,geocode_status,phone,email,website,social_handle,image_url,source_url,confidence,evidence,dedup_status,matched_place_id,matched_place_name,needs_verification,approved,reviewer_notes
ansar-ud-deen-college-isolo-isolo-oshodi-isolo,"Ansar-Ud-Deen College, Isolo",School,"Co-educational Muslim mission college founded by the Ansar-Ud-Deen Society of Nigeria (1950s) and run by the Ansar-Ud-Deen Education Trust; 'a lively and warm community where boys and girls are made welcome', encouraging academic and technical excellence.","1 Akinbaiye Street, off Mushin Road, Isolo, Lagos",Isolo (Oshodi-Isolo),Lagos,Lagos,6.455901,3.410442,approx,"+234 806 240 0326, +234 707 025 8226",coordinator@adetschools.org,https://www.adetschools.org/,,https://www.adetschools.org/wp-content/uploads/2022/08/adclogo_menu-140x90.png,https://www.adetschools.org/,0.95,"Ansar-Ud-Deen Education Trust's own site lists the college with its Akinbaiye Street, Isolo address, phones and email.; also seen at https://educeleb.com/list-of-public-primary-schools-in-lagos-state/; also seen at https://radpointer.com/islamic-secondary-schools/; geocode: area centroid",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
tender-sprouts-school-ajah-ajiwe-eti-osa,Tender Sprouts School,School,"Muslim school in Ajah weaving Islamic values into education, with academics, Qur'anic studies and small class sizes for creative hands-on learning.","3 & 5, Yemi Suara Street, Graceland Estate, Ajiwe, Lekki-Epe Expressway, Eti-Osa, Lagos","Ajah (Ajiwe, Eti-Osa)",Lagos,Lagos,6.508462,3.351274,approx,+2348037696783,admin@tendersprouts.com.ng,https://tendersprouts.com.ng,,https://tendersprouts.com.ng/wp-content/uploads/2025/02/Tender-Sprouts-School-logo-250-x-150-px-1.png,https://tendersprouts.com.ng/,0.9,"Official website titled 'Muslim school in Ajah, Lagos' gives full address in Ajiwe/Ajah, phone and email.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
iman-comprehensive-college-amuwo-odofin,Iman Comprehensive College,School,"Muslim community co-educational day and boarding secondary school established in 2005; motto 'Knowledge Enriched With Faith', with Qur'an memorisation classes, science labs, ICT and separate male/female hostels.","Iman College Bus Stop (Mopol Junction), Ago Okota Palace Road, along Apple Junction, Amuwo Odofin, Lagos",Amuwo-Odofin,Lagos,Lagos,6.475952,3.379972,approx,+2347033788879 / 08023021222 / 08088166547,imancollege2004@gmail.com,https://imancomprehensivecollege.com.ng,,https://imancomprehensivecollege.com.ng/wp-content/uploads/2019/11/logo1.png,https://imancomprehensivecollege.com.ng/,0.9,"Official website describes a Muslim community day/boarding secondary school in Amuwo Odofin; contact page gives full address, phones and emails.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
ansar-ud-deen-society-senior-grammar-school-badagry-badagry,"Ansar-Ud-Deen Society Senior Grammar School, Badagry",School,"Senior secondary school established 1 September 1980, aiming 'to provide excellent education for self reliance and social reorientation'; students sit WAEC and NECO.","73, Samuel Ekundayo Street, Badagry, Lagos",Badagry,Badagry,Lagos,6.624008,3.479294,approx,,,,,https://schools.erudites.ng/wp-content/uploads/2022/01/ANSAR-UD-DEEN-SOCIETY-SENIOR-GRAMMAR-SCHOOL.jpg,https://schools.erudites.ng/directory-schools/listing/ansar-ud-deen-society-senior-grammar-school-public-schools-in-badagry/,0.9,Nigerian Schools Directory (Erudites) listing gives the Ansar-Ud-Deen Society school's Badagry street address and establishment date.; also seen at https://schools.erudites.ng/directory-schools/listing/ansar-ud-deen-society-junior-grammar-school-public-schools-in-badagry/; also seen at https://schools.erudites.ng/directory-schools/listing/ansar-ud-deen-society-junior-grammar-school-public-schools-in-badagry/,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
markaz-centre-for-arabic-and-islamic-training-agege-agege,"Markaz (Centre for Arabic and Islamic Training), Agege",School,"Islamic educational institution established in 1952 by Sheikh Adam Abdullah Al-Ilory, providing Arabic and Islamic education; influential in the spread of Islamic learning in Nigeria and West Africa.","19-21 Markaz Road, Agege, Lagos",Agege,Lagos,Lagos,6.619941,3.317303,approx,,,,,,https://en.wikipedia.org/wiki/Markaz_Agege,0.9,"Wikipedia article documents its 1952 founding by Sheikh Adam Abdullah Al-Ilory and the Markaz Road, Agege location.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-izzah-nursery-and-primary-school-idimu-alimosho,Al-Izzah Nursery and Primary School,School,"Co-educational, bilingual (Arabic and English) Islamic institution offering Qur'anic memorisation, Arabic language and conventional academics; runs a weekend madrasah, with boarding available on request. Motto: 'Knowledge, Piety and Glory'.","7 Madarikan Street, Alake Bus Stop, Idimu, Lagos",Idimu (Alimosho),Lagos,Lagos,6.563548,3.273319,ok,"07017251347, 08167686396",info@al-izzahschool.com.ng,https://al-izzahschool.com.ng/,,,https://al-izzahschool.com.ng/,0.9,"School's own website states it is an Islamic institution and gives the Idimu address, phones and email (third-party listings also show an Al-Izzah at 70 Idowu Anisere St, Ikotun — likely the same school/organisation).",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-haleem-int-l-schools-surulere,Al-Haleem Int'l Schools,School,"Islamic-oriented private school offering British/Nigerian/Islamic curriculum, founded 3 June 1991. Motto: 'Read in the name of your Lord who creates'.","21 & 34 Erelu Danisa Street, Ijeshatedo, Surulere, Lagos; 17, 19 & 21 Olumegbon Street, off Funsho Williams Avenue, Surulere, Lagos",Surulere,Lagos,Lagos,6.543899,3.498905,approx,08023051147,,https://alhaleeminternationalschools.com.ng,,https://alhaleeminternationalschools.com.ng/wp-content/uploads/2022/11/cropped-logo.png,https://alhaleeminternationalschools.com.ng/index.php/welcome-to-al-haleem-intl-schools/,0.9,"School's own website states Islamic orientation, founding date, both Surulere campus addresses and phone.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
lekki-muslim-ummah-group-of-schools-lemu-schools-lekki-phase-1-eti-osa,Lekki Muslim Ummah Group of Schools (LEMU Schools),School,Islamic school group (founded 2016 under Lekki Muslim Ummah) producing role models equipped with Islamic and secular knowledge; British-Nigerian curriculum; nursery/primary and secondary; day and boarding; includes a Qur'an Memorisation College and Institute of Arabic and Islamic Studies.,"81A, Hakeem Dickson Street, Lekki Phase 1, Lagos",Lekki Phase 1 (Eti-Osa),Lagos,Lagos,6.442287,3.487438,approx,+2349034710087,lemuschools@gmail.com,https://lekkiummahschools.org.ng,lemuschools (Facebook/Instagram/X),https://www.nigeriaprivateschools.com/uploads/logos/Lekki_muslim_ummah_logo.jpg,https://www.nigeriaprivateschools.com/index.php/en/ads/680de5f29ec1c/Lekki-Muslim-Ummah-Group-of-Schools,0.9,"Nigeria Private Schools directory listing (verified, government-approved, Islamic school) with address, phone, email; cross-checked with school's own website lekkiummahschools.org.ng.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
imaad-schools-lekki-agungi-lekki-eti-osa,Imaad Schools Lekki,School,Muslim British international secondary school (day and boarding) with British-Nigerian curriculum and Islamic faith inclination; motto 'Upholding Values for Life'.,"Plot 1-6, Imaad Close, by Northern Foreshore Estate, off Agungi-Ajiran Road, Agungi Bus Stop, Lekki, Lagos","Agungi, Lekki (Eti-Osa)",Lagos,Lagos,6.453928,3.38975,approx,0701 082 1938,,https://www.imaadedu.com,,https://schoolscompass.com.ng/storage/badges/imaad.png,https://schoolscompass.com.ng/schools/view/1411/imaad-schools-lekki,0.85,"SchoolsCompass profile lists it as an Islam-inclined day/boarding secondary school at Imaad Close, Agungi, Lekki, with website www.imaadedu.com.; geocode: area centroid",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
guided-treasures-children-s-school-awoyaya-ibeju-lekki,Guided Treasures Children's School,School,"Co-educational Islam-inclined school (creche, preschool, elementary) combining Islamic and secular education using Nigerian, Cambridge and Islamic curricula.","2, Prophet Olanrewaju Street, off Agboola Kolawole Street, across Gbetu New Road, before MayFair Gardens, Awoyaya",Awoyaya (Ibeju-Lekki),Lagos,Lagos,6.473755,3.705016,approx,,,https://www.guidedtreasuresschool.com,,https://schoolscompass.com.ng/storage/badges/1560542084.jpg,https://schoolscompass.com.ng/schools/show/3125/guided-treasures-children%27s-school,0.85,"SchoolsCompass profile states Islam faith inclination, gives the Awoyaya street address and website.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
crescent-schools-victoria-island-victoria-island-eti-osa,"Crescent Schools, Victoria Island",School,"Islam-inclined co-educational school (EYFS, primary and secondary) founded 4 October 1981 by the Muslim Ladies' Circle; Qur'an, Arabic and Islamic Studies feature across sections on a British-Nigerian curriculum.","1004 Housing Estate, Opposite Civic Centre, Victoria Island, Lagos",Victoria Island (Eti-Osa),Lagos,Lagos,6.430028,3.42599,approx,,,https://www.thecrescentschools.com,,https://schoolscompass.com.ng/storage/badges/cres.jpg,"https://schoolscompass.com.ng/schools/view/896/crescent-schools,-victoria-island,-lagos",0.85,"SchoolsCompass profile lists Islamic faith inclination and the 1004 Housing Estate, Victoria Island address with website.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-furqaan-schools-lagos-surulere-ojuelegba,Al-Furqaan Schools Lagos,School,"Islamic-centred institution (creche, nursery, primary and secondary) integrating quality secular education with sound Islamic teachings, blending the Nigerian curriculum with Qur'anic and Arabic studies.","40 Salawu Street, Ojuelegba, Surulere, Lagos",Surulere (Ojuelegba),Lagos,Lagos,6.543899,3.498905,approx,+2347019330317,afisschools@yahoo.com,https://alfurqaaninternationalschools.com,,https://www.nigeriaprivateschools.com/uploads/images/Al-Furqaan_Schools_Lagos.jpg,https://www.nigeriaprivateschools.com/index.php/en/ads/68a248afbaa8c/Al-Furqaan-Schools-Lagos,0.85,"NigeriaPrivateSchools profile describes the Islamic-centred creche-to-secondary school at Ojuelegba, Surulere with phone, email and website.; geocode: area centroid",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
thaqafatu-islamiyyah-college-mebamu-badagry-expressway-ojo-badagry-axis,Thaqafatu Islamiyyah College,School,,"1/3, Thaqafatul Islamiyyah Street, Mebamu New Layout (Nica Bus Stop), Badagry Expressway, Lagos","Mebamu, Badagry Expressway (Ojo/Badagry axis)",Lagos,Lagos,6.466631,3.353259,approx,08033181263,,,,,https://oeqalagos.com/wp-content/uploads/2023/08/2020-2023-APPROVED-PRIVATE-SECONDARY-SCHOOLS.pdf,0.85,"Lagos OEQA 2020-2023 approved private secondary schools list (approved 2020) shows Thaqafatu Islamiyyah College at Thaqafatul Islamiyyah Street, Mebamu New Layout, Badagry Expressway.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
institute-of-arabic-and-islamic-studies-insais-ejigbo-ejigbo-oshodi-isolo,"Institute of Arabic and Islamic Studies (INSAIS), Ejigbo",School,"The first Arabic and Islamic school in Ejigbo, Lagos, established 1983 by Sheikh Ahmad Tijani Shitu; madrasah levels Ibtidaiyah (primary), Idadiyah (junior secondary) and Thanawiyah (senior secondary), with day and boarding options.",,Ejigbo (Oshodi-Isolo),Lagos,Lagos,6.551972,3.303759,approx,,,https://insaisschool.com.ng/,,,https://insaisschool.com.ng/,0.85,"Institute's own website states its 1983 founding in Ejigbo, its founder and its three madrasah levels with boarding and day facilities.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
an-nur-nursery-primary-school-bariga-bariga-shomolu,"An-Nur Nursery & Primary School, Bariga",School,"Muslim school under MIMS Educational Resources, 'one of the foremost Muslim schools in Lagos', providing a well-rounded Western and Islamic education.","10, Adeshina Street, Bariga, Lagos",Bariga (Shomolu),Lagos,Lagos,6.499432,3.339718,ok,"08027597940, 08134950563",mimschool2000@yahoo.com,https://mimschools.com.ng/,,,https://mimschools.com.ng/,0.85,"MIMS Educational Resources' own website lists this branch with its Adeshina Street, Bariga address and phones.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
mims-nursery-primary-school-bajulaiye-bajulaiye-shomolu,"MIMS Nursery & Primary School, Bajulaiye",School,Muslim nursery and primary school under MIMS Educational Resources providing a well-rounded Western and Islamic education.,"7, Fatomi Crescent, Bajulaiye, Somolu, Lagos",Bajulaiye (Shomolu),Lagos,Lagos,6.532293,3.383726,ok,"08026196269, 08035964046, 08143541385",mimschool2000@yahoo.com,https://mimschools.com.ng/,,,https://mimschools.com.ng/,0.85,"MIMS Educational Resources' own website lists this branch with its Fatomi Crescent, Bajulaiye, Somolu address and phones.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
mims-comprehensive-college-mcc-shomolu-shomolu,"MIMS Comprehensive College (MCC), Shomolu",School,Muslim secondary school under MIMS Educational Resources enabling students to develop spiritual and vital life skills and excel academically through Western and Islamic education.,"7, Akinrinlo Street, Bajulaiye, Somolu, Lagos",Shomolu,Lagos,Lagos,6.531609,3.382666,ok,"08134303430, 08024664469, 08061684008",mimscomprehensive@gmail.com,https://mimschools.com.ng/,,,https://mimschools.com.ng/,0.85,"MIMS Educational Resources' own website lists the college with its Akinrinlo Street, Bajulaiye, Somolu address, phones and email.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
ansar-ud-deen-primary-school-ibonwon-epe-eredo-epe,"Ansar-Ud-Deen Primary School, Ibonwon (Epe)",School,"Public primary school established 10 September 1984, an Ansar-Ud-Deen mission school now in the Lagos state system.","Igboye Road, Ibonwon, Eredo, Epe, Lagos",Eredo (Epe),Epe,Lagos,6.4561,3.398791,approx,,,,,,https://schools.erudites.ng/directory-schools/listing/ansar-ud-deen-primary-school-public-schools-in-ibowon-epe/,0.85,"Nigerian Schools Directory (erudites.ng) listing gives name, Igboye Road Ibonwon Epe address and 1984 establishment date.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
ansar-ud-deen-primary-school-odo-egiri-epe-epe,"Ansar-Ud-Deen Primary School, Odo-Egiri (Epe)",School,"Public primary school in Odo-Egiri, Epe, bearing the Ansar-Ud-Deen Society name.","54 Yewa Road, Odo-Egiri, Epe, Lagos",Epe,Epe,Lagos,6.662455,3.454625,approx,,,,,,https://schools.erudites.ng/directory-schools/listing/ansar-ud-deen-primary-school-public-schools-in-odo-egiri-epe/,0.85,"Nigerian Schools Directory (erudites.ng) listing gives name and 54 Yewa Road, Odo-Egiri, Epe address.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
talim-ul-islam-ahmadiyya-school-aroloya-lagos-island-lagos-island,"Talim-ul-Islam Ahmadiyya School, Aroloya (Lagos Island)",School,Established 4 September 1922 by the Ahmadiyya Muslim Community — the first Muslim school in Nigeria; the source states it still exists to date.,"33/37 Aroloya Street, Lagos Island, Lagos",Lagos Island,Lagos,Lagos,6.457513,3.390335,approx,,,,,,https://thedefenderngr.com/nigeria-61-a-synopsis-of-ahmadiyya-muslim-jamaat-contributions/,0.85,"The Defender article on Ahmadiyya Muslim Jama'at contributions states the school's 1922 founding, Aroloya Street address and continued existence.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
mahmud-ahmadiyya-college-ijede-ikorodu-ijede-ikorodu,"Mahmud Ahmadiyya College, Ijede (Ikorodu)",School,"Private co-educational boarding secondary school established May 1994 by the Fazl-i-Omar Ahmadiyya Muslim Educational Foundation (FAME), a group of Ahmadi Muslims; emphasises Western, Islamic and Arabic education; government approved.","101 Ikorodu Road, Abule-Eko, Ijede, Ikorodu, Lagos",Ijede (Ikorodu),Ikorodu,Lagos,6.624042,3.492507,ok,,,https://mahmudcollege.schoolsfocus.net/,,,https://mahmudcollege.schoolsfocus.net/page/about,0.85,"College About page states 1994 founding by FAME (Ahmadi Muslims) at Abule Eko, Ijede; address and 2007 approval also appear on the Lagos OEQA approved private schools list PDF.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
zumratul-islamiyyah-primary-school-lagos-island-lagos-island,"Zumratul Islamiyyah Primary School, Lagos Island",School,Public primary school of the Zumratul Islamiyyah society on Lagos Island.,"2 Tawaliu Bello, Ita-Akanni, Lagos Island, Lagos",Lagos Island,Lagos,Lagos,6.538002,3.339177,approx,08023449086,,,,,https://lagospublicschools.blogspot.com/p/zumratul-islamiyyah-primary-school.html,0.85,"Lagos Island public schools directory page gives name, 2 Tawaliu Bello Ita-Akanni address and phone number.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
imaad-schools-agungi-lekki-eti-osa,Imaad Schools,School,"Muslim British International school in Lekki with junior (creche/nursery/primary, Bakare Estate) and senior campuses; day and boarding; affiliated with Cambridge International Examination; emphasizes Islamic consciousness and academic excellence; over 250 learners.","Plot 1-6, Imaad Close by Northern Foreshore Estate back gate, Off Agungi/Ajiran Road, Agungi, Lekki, Lagos","Agungi, Lekki (Eti-Osa)",Lagos,Lagos,6.453928,3.38975,approx,,,https://www.imaadedu.com,,https://edusko-dev-bucket.s3.eu-north-1.amazonaws.com/Vg_Hmd3drJcGPSVYAvaYgMoF5Sp8giAz.webp,https://radpointer.com/islamic-secondary-schools/,0.85,Radpointer Islamic secondary schools list gives full Agungi Lekki address; Edusko directory profile confirms Muslim British International school with Islamic curriculum (image from Edusko profile); school site imaadedu.com was unreachable at fetch time.; geocode: area centroid,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
markaz-ul-uloom-school-of-arabic-islamic-studies-alagbado-agege,Markaz-ul-Uloom School of Arabic & Islamic Studies,School,"School of Arabic and Islamic studies providing authentic Islamic education, serving the Muslim community in Otubu/Alagbado since 1985; main campus in Alagbado with a branch in Agege.","1 Buyide Avenue, Alagbado, Lagos (main campus); 64B Otubu Bus Stop, off Ogba Road, Agege, Lagos (branch)",Alagbado/Agege,Lagos,Lagos,6.536172,3.258603,approx,+234 814 531 8366,markazululoomalagbado40@gmail.com,https://m-uloom.org,Facebook: marcazululoomalagbado; Instagram: official_markazululoom; YouTube: @markazululoom,https://m-uloom.org/images/logo.jpg,https://m-uloom.org/,0.85,"School's own website states both campus addresses, phone, email and 1985 founding as an Arabic and Islamic studies school.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-minaaj-schools-epe,Al-Minaaj Schools,School,An Islamic oriented school that focuses on providing quality Islamic and Western education to the generation of Muslims.,"1, Old Odoshiwola Road, Opposite Ora Estate, Mojoda, Epe, Lagos State",Epe,Epe,Lagos,6.624134,3.478652,approx,09072920299,contact@alminaajschools.com,https://alminaajschools.com,,https://alminaajschools.com/assets/images/schoollogo.png,https://alminaajschools.com/,0.85,"School's own website states Islamic orientation and full Epe, Lagos State address with phones and email.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
